idx,name,y_true,y_predict,跨层依赖数,被跨层依赖数,分类错误,反向依赖数,被反向依赖数
2119,sssd,系统,系统,0,0,0,9,0
2120,star,应用,系统,5,0,-1,0,0
2121,startdde,其它,其它,0,0,0,0,0
2122,startup-notification,应用,其它,0,0,1,0,0
2123,strace,应用,核心,4,0,-1,0,0
2124,stratis-cli,应用,其它,0,0,1,0,0
2125,stratisd,应用,核心,0,0,-1,0,0
2126,stress-ng,应用,应用,0,0,0,0,0
2127,stunnel,应用,核心,3,0,-1,1,0
2128,subversion,应用,应用,0,0,0,0,0
2129,sudo,系统,系统,0,0,0,0,0
2130,suitesparse,应用,系统,1,0,-1,0,0
2131,sushi,应用,应用,0,0,0,0,0
2132,switcheroo-control,应用,应用,0,0,0,0,0
2133,symlinks,应用,系统,1,0,-1,0,0
2134,sysfsutils,应用,应用,1,0,0,0,0
2135,syslinux,系统,应用,0,0,1,1,0
2136,sysstat,应用,系统,0,0,-1,0,1
2137,system-config-printer,应用,系统,0,0,-1,0,0
2138,system-lsb,核心,核心,0,0,0,0,0
2139,system-storage-manager,应用,系统,0,0,-1,0,0
2140,systemd,其它,核心,27,0,-1,0,111
2141,systemtap,系统,系统,0,0,0,7,0
2142,taglib,应用,应用,2,0,0,0,0
2143,tagsoup,应用,应用,0,0,0,0,0
2144,tang,应用,系统,0,0,-1,0,0
2145,tar,应用,系统,5,0,-1,0,2
2146,targetcli,应用,系统,0,0,-1,0,0
2147,tbb,应用,系统,1,0,-1,0,1
2148,tboot,应用,系统,4,0,-1,0,0
2149,tcl,应用,核心,2,0,-1,0,0
2150,teckit,应用,核心,0,0,-1,0,0
2151,tesseract,应用,应用,0,0,0,0,0
2152,tesseract-tessdata,应用,应用,0,0,0,0,0
2153,tex-fonts-hebrew,应用,应用,0,0,0,0,0
2154,texi2html,应用,应用,0,0,0,0,0
2155,texinfo,核心,核心,0,20,0,2,0
2156,texlive,应用,核心,0,0,-1,0,0
2157,thermald,应用,应用,0,0,0,0,0
2158,thunderbird,应用,核心,0,0,-1,0,0
2159,tigervnc,应用,其它,4,0,1,1,1
2160,time,应用,应用,3,0,0,0,0
2161,timedatex,应用,核心,3,0,-1,1,0
2162,tinycdb,应用,应用,0,0,0,0,0
2163,tix,应用,系统,0,0,-1,0,0
2164,tk,应用,核心,0,0,-1,0,0
2165,tlog,应用,系统,0,0,-1,0,0
2166,tmpwatch,应用,核心,1,0,-1,0,0
2167,tmux,应用,系统,2,0,-1,0,1
2168,tog-pegasus,应用,核心,0,0,-1,0,0
2169,tokyocabinet,应用,核心,0,0,-1,0,0
2170,torque,应用,应用,0,0,0,0,0
2171,totem,应用,系统,0,0,-1,1,0
2172,totem-pl-parser,应用,应用,0,0,0,0,0
2173,tpm-quote-tools,应用,其它,0,0,1,0,0
2174,tpm-tools,应用,系统,0,0,-1,0,0
2175,tpm2-abrmd,应用,其它,0,0,1,0,0
2176,tpm2-abrmd-selinux,应用,应用,0,0,0,0,0
2177,tpm2-tools,应用,应用,0,0,0,0,0
2178,tpm2-tss,应用,应用,0,0,0,0,0
2179,trace-cmd,应用,应用,0,0,0,0,0
2180,tracer,应用,系统,0,0,-1,0,0
2181,traceroute,应用,系统,2,0,-1,0,0
2182,tracker,应用,核心,3,0,-1,1,0
2183,tracker-miners,应用,其它,0,0,1,0,0
2184,tree,应用,应用,1,0,0,0,0
2185,trousers,系统,核心,0,0,-1,1,0
2186,tss2,应用,系统,2,0,-1,0,0
2187,ttmkfdir,应用,其它,2,0,1,0,0
2188,tuna,应用,系统,0,0,-1,0,0
2189,tuned,系统,核心,0,0,-1,6,0
2190,twolame,应用,应用,0,0,0,0,0
2191,tzdata,核心,核心,0,2,0,0,0
2192,uchardet,应用,应用,0,0,0,0,0
2193,ucs-miscfixed-fonts,其它,其它,0,0,0,0,0
2194,ucx,应用,核心,0,0,-1,0,0
2195,udisks2,应用,核心,3,0,-1,3,2
2196,udisks2-qt5,应用,其它,0,0,1,0,0
2197,uglify-js,应用,系统,0,0,-1,0,0
2198,unbound,应用,核心,3,0,-1,1,1
2199,unicode-ucd,应用,其它,0,0,1,0,0
2200,units,应用,系统,3,0,-1,0,0
2201,unixODBC,其它,系统,3,0,-1,0,1
2202,unrar,应用,应用,0,0,0,0,0
2203,unzip,应用,系统,3,0,-1,0,0
2204,upower,应用,核心,1,0,-1,1,0
2205,urlview,应用,核心,0,0,-1,0,0
2206,urw-base35-fonts,其它,其它,0,0,0,0,0
2207,usb_modeswitch,应用,核心,2,0,-1,1,0
2208,usb_modeswitch-data,应用,系统,0,0,-1,0,0
2209,usbguard,应用,系统,0,0,-1,0,0
2210,usbmuxd,应用,其它,0,0,1,0,1
2211,usbredir,应用,应用,0,0,0,0,0
2212,usbutils,应用,应用,3,0,0,1,0
2213,usermode,应用,系统,3,0,-1,0,0
2214,userspace-rcu,应用,应用,0,0,0,0,0
2215,util-linux,核心,核心,0,0,0,0,0
2216,v4l-utils,应用,应用,0,0,0,0,0
2217,valgrind,应用,核心,1,0,-1,0,0
2218,vamp-plugin-sdk,应用,应用,0,0,0,0,0
2219,vapoursynth,应用,应用,0,0,0,0,0
2220,vdo,应用,核心,3,0,-1,1,0
2221,vhostmd,应用,核心,1,0,-1,1,0
2222,vid.stab,应用,应用,0,0,0,0,0
2223,vim,系统,核心,0,0,-1,5,0
2224,vinagre,应用,系统,0,0,-1,0,0
2225,vino,应用,其它,0,0,1,0,0
2226,virt-manager,其它,其它,0,0,0,0,0
2227,virt-p2v,其它,其它,0,0,0,0,0
2228,virt-top,其它,其它,0,0,0,0,0
2229,virt-viewer,其它,其它,0,0,0,0,0
2230,virt-what,其它,其它,0,0,0,0,0
2231,vmaf,应用,应用,0,0,0,0,0
2232,vo-amrwbenc,应用,应用,0,0,0,0,0
2233,volume_key,应用,系统,2,0,-1,0,1
2234,vorbis-tools,应用,其它,0,0,1,0,0
2235,vte291,应用,核心,4,0,-1,0,0
2236,vulkan-loader,应用,应用,0,0,0,0,0
2237,vulkan-tools,应用,应用,0,0,0,0,0
2238,vulkan-validation-layers,应用,应用,0,0,0,0,0
2239,watchdog,系统,核心,0,0,-1,1,0
2240,wavpack,应用,应用,0,0,0,0,0
2241,wayland,应用,应用,1,0,0,0,3
2242,web-assets,应用,应用,0,0,0,0,0
2243,webkit2gtk3,应用,核心,3,0,-1,1,0
2244,webrtc-audio-processing,应用,应用,0,0,0,0,0
2245,wget,应用,应用,0,0,0,0,0
2246,which,系统,核心,0,0,-1,0,0
2247,wireshark,应用,系统,0,0,-1,0,0
2248,woff2,应用,应用,1,0,0,0,0
2249,words,应用,系统,0,0,-1,0,1
2250,wpa_supplicant,应用,核心,3,0,-1,2,1
2251,wsmancli,应用,系统,0,0,-1,0,0
2252,x264,应用,应用,0,0,0,0,0
2253,x265,应用,应用,0,0,0,0,0
2254,x3270,应用,核心,2,0,-1,0,0
2255,xapian-core,应用,系统,0,0,-1,0,0
2256,xcb-util,系统,系统,0,0,0,0,0
2257,xcb-util-cursor,应用,应用,0,0,0,0,0
2258,xcb-util-image,应用,应用,0,0,0,0,0
2259,xcb-util-keysyms,应用,应用,0,0,0,0,0
2260,xcb-util-renderutil,应用,应用,0,0,0,0,0
2261,xcb-util-wm,应用,应用,0,0,0,0,0
2262,xdelta,应用,应用,2,0,0,0,0
2263,xdg-desktop-portal,应用,应用,0,0,0,0,0
2264,xdg-desktop-portal-gtk,应用,其它,0,0,1,0,0
2265,xdg-user-dirs,应用,应用,0,0,0,0,0
2266,xdg-user-dirs-gtk,应用,其它,0,0,1,0,0
2267,xdg-utils,应用,其它,0,0,1,0,0
2268,xerces-c,应用,应用,0,0,0,0,0
2269,xfsdump,应用,应用,2,0,0,0,0
2270,xfsprogs,系统,系统,0,0,0,0,0
2271,xkeyboard-config,应用,核心,0,0,-1,0,0
2272,xmlrpc-c,应用,应用,0,0,0,0,0
2273,xmlsec1,应用,系统,0,0,-1,0,0
2274,xmlto,应用,系统,0,0,-1,0,0
2275,xorg-x11-drivers,应用,系统,0,0,-1,0,0
2276,xorg-x11-drv-ati,应用,应用,0,0,0,0,0
2277,xorg-x11-drv-dummy,应用,应用,0,0,0,0,0
2278,xorg-x11-drv-evdev,应用,应用,0,0,0,0,0
2279,xorg-x11-drv-fbdev,应用,应用,0,0,0,0,0
2280,xorg-x11-drv-intel,应用,应用,0,0,0,0,0
2281,xorg-x11-drv-libinput,应用,应用,0,0,0,0,0
2282,xorg-x11-drv-nouveau,应用,应用,0,0,0,0,0
2283,xorg-x11-drv-qxl,应用,应用,0,0,0,0,0
2284,xorg-x11-drv-v4l,应用,应用,0,0,0,0,0
2285,xorg-x11-drv-vesa,应用,应用,0,0,0,0,0
2286,xorg-x11-drv-vmware,应用,应用,0,0,0,0,0
2287,xorg-x11-drv-wacom,应用,应用,0,0,0,0,0
2288,xorg-x11-font-utils,应用,其它,0,0,1,0,0
2289,xorg-x11-fonts,其它,其它,0,0,0,0,0
2290,xorg-x11-server,应用,其它,0,0,1,0,0
2291,xorg-x11-server-Xwayland,应用,应用,0,0,0,0,0
2292,xorg-x11-server-utils,应用,其它,0,0,1,0,0
2293,xorg-x11-util-macros,应用,其它,0,0,1,0,0
2294,xorg-x11-utils,应用,其它,0,0,1,0,0
2295,xorg-x11-xauth,应用,其它,0,0,1,0,0
2296,xorg-x11-xbitmaps,应用,其它,0,0,1,0,0
2297,xorg-x11-xinit,应用,系统,0,0,-1,0,0
2298,xorg-x11-xkb-utils,应用,应用,0,0,0,0,0
2299,xrestop,应用,应用,0,0,0,0,0
2300,xsane,应用,系统,0,0,-1,0,0
2301,xsettingsd,系统,其它,0,0,1,0,0
2302,xterm,应用,核心,0,0,-1,0,0
2303,xvidcore,应用,应用,0,0,0,0,0
2304,xz,核心,核心,0,11,0,0,0
2305,yajl,应用,核心,1,0,-1,0,0
2306,yasm,应用,应用,1,0,0,0,0
2307,yelp,应用,核心,4,0,-1,0,1
2308,yelp-tools,应用,系统,0,0,-1,0,0
2309,yelp-xsl,应用,其它,0,0,1,0,0
2310,yp-tools,应用,其它,0,0,1,0,0
2311,ypbind,应用,其它,0,0,1,0,0
2312,ypserv,应用,其它,0,0,1,0,0
2313,zaf,应用,应用,0,0,0,0,0
2314,zenity,应用,系统,1,0,-1,0,0
2315,zeromq3,应用,应用,0,0,0,0,0
2316,zimg,应用,应用,0,0,0,0,0
2317,zip,应用,系统,2,0,-1,0,0
2318,zlib,核心,核心,0,53,0,0,0
2319,zsh,系统,系统,0,0,0,0,0
2320,zssh,应用,应用,0,0,0,0,0
2321,zstd,系统,核心,0,0,-1,0,2
2322,zvbi,应用,应用,0,0,0,0,0
2323,zziplib,应用,核心,0,0,-1,0,0
